Date,WindSpeed
39783,15.85714286
39784,15.9047619
39785,16.18181818
39786,14.13043478
39787,14.13636364
39788,13.18181818
39789,15.08695652
39790,12.85714286
39791,11.22727273
39792,18.28571429
39793,15.63636364
39794,13.57142857
39795,19.7826087
39796,22.40909091
39798,11.90909091
39799,10.13636364
39800,10.81818182
39801,16.2173913
39802,18.04545455
39803,15
39804,17
39805,16.30434783
39806,12.65217391
39807,10.23809524
39808,11.60869565
39809,11.17391304
39810,15.13043478
39811,15.86956522
39812,17.26086957
39813,15.56521739
39814,18.11111111
39815,16.75555556
39816,14.81395349
39817,13.88636364
39818,12.68888889
39819,13.46666667
39820,14.20930233
39821,19.34090909
39822,20.17777778
39823,14.54545455
39824,13.22222222
39825,12.84444444
39826,16.35555556
39827,14.86666667
39828,18.27272727
39829,18.04545455
39830,19.6
39831,12.22222222
39832,14.26666667
39833,12.86363636
39834,12.51111111
39835,21.81818182
39836,12.90909091
39837,17.15555556
39838,13.31111111
39839,12.52272727
39840,13.15555556
39841,14.20454545
39842,14.95454545
39843,13.25
39844,13.28888889
39845,14.46666667
39846,12.68888889
39847,13.38636364
39848,13.44186047
39849,11.57142857
39850,12.37777778
39851,16.66666667
39852,15.72727273
39853,19.8372093
39854,17.20454545
39855,19.75555556
39856,18.77777778
39857,19.48888889
39858,18.06666667
39859,14.13636364
39860,17.61363636
39861,15.15909091
39862,13.66666667
39863,11.22222222
39864,11.75555556
39865,12.34090909
39866,15.42222222
39867,12.33333333
39868,13.79545455
39869,12.04444444
39870,15.22727273
39871,15.22222222
39872,13.11111111
39873,12.69767442
39874,14.82222222
39875,17.53333333
39876,18.70454545
39877,18.38636364
39878,10.17777778
39879,13.33333333
39880,14.77777778
39881,14.19565217
39882,13.77777778
39883,15.19565217
39884,11.57777778
39885,9.543478261
39886,14.97777778
39887,15.95652174
39888,12.46666667
39889,12.08888889
39890,11.32608696
39891,10.7173913
39892,9.720930233
39893,11.48837209
39894,11.2826087
39895,10.70454545
39896,10.26666667
39897,10.04347826
39898,11.73333333
39899,11.84782609
39900,12.53333333
39901,12.73913043
39902,15.42222222
39903,16.62222222
39904,14.91111111
39905,14.54347826
39906,13.5
39907,12.13043478
39908,14.17391304
39909,17.63043478
39910,17.44444444
39911,12.77272727
39912,9.52173913
39913,10.69565217
39914,9.644444444
39915,10.8
39916,10.89130435
39917,11.86666667
39918,19.55555556
39919,13.13043478
39920,12.20454545
39921,12.29545455
39922,16.54347826
39923,15.06666667
39924,15.02173913
39925,15.34782609
39926,16.32608696
39927,14.86956522
39928,16.56521739
39929,21.37777778
39930,14.23913043
39931,12.97826087
39932,9.608695652
39933,12.28888889
39934,11.89130435
39935,10.36956522
39936,9.913043478
39937,10.89130435
39938,11
39939,10.04347826
39940,11.93478261
39941,12.34782609
39942,11.65217391
39943,12.32608696
39944,9.956521739
39945,9.869565217
39946,10.19565217
39947,15
39948,16.65217391
39949,19.58695652
39950,9.688888889
39951,9.543478261
39952,10.84444444
39953,13.69565217
39954,18.63636364
39955,18.70454545
39956,21.80952381
39957,15.44444444
39958,12.88888889
39959,11.29545455
39960,9.444444444
39961,10.60869565
39962,11.60869565
39963,13.93478261
39964,13.41304348
39965,10.5
39966,10.53333333
39967,8.173913043
39968,11.56521739
39969,9.688888889
39970,11.17777778
39971,11.08695652
39972,13.34782609
39973,16.36956522
39974,18.06818182
39975,10.59090909
39976,13.19565217
39977,13.51111111
39978,10.88888889
39979,8.340909091
39980,12.24444444
39981,9.755555556
39982,10.67391304
39983,13.57777778
39984,14.84444444
39985,11.73333333
39986,11.63043478
39987,12.39130435
39988,11.54347826
39989,10.22222222
39990,10.3255814
39991,8.340909091
39992,12.62222222
39993,16.15555556
39994,19.81818182
39995,17.04444444
39996,13.95652174
39997,20.97826087
39998,14.19565217
39999,11.33333333
40000,11.8
40001,10.31111111
40002,11.04347826
40003,11.82608696
40004,15.71111111
40005,16.22222222
40006,15.2173913
40007,13.32608696
40008,12.65217391
40009,11.19565217
40010,11.06521739
40011,14.46666667
40012,13.33333333
40013,12.93181818
40014,19.04347826
40015,14.04347826
40016,16.82608696
40017,12.08695652
40018,10.57777778
40019,13.42222222
40020,12.17391304
40021,13.34782609
40022,13.06666667
40023,13.04347826
40024,11.33333333
40025,11.54347826
40026,11.86363636
40027,11.24444444
40028,12.48888889
40029,12.02222222
40030,11.2
40031,15.43181818
40032,16.77272727
40033,13.61363636
40034,12.22222222
40035,12.33333333
40036,12.02222222
40037,12.04444444
40038,11.97727273
40039,11.4047619
40040,18.22727273
40041,20.62222222
40042,18.52272727
40043,13.75
40044,14.06818182
40045,12.15555556
40046,19.11363636
40047,13.86363636
40048,17.27272727
40049,20.39534884
40050,21
40051,19.4
40052,15.08888889
40053,13.15909091
40054,16.36363636
40055,21.45454545
40056,18.37777778
40057,12.38636364
40058,16.84444444
40059,15.34090909
40060,14.59090909
40061,16.74418605
40062,13.28888889
40063,14.59090909
40064,14.37777778
40065,16.8
40067,20.28571429
40068,19.74418605
40069,15.25581395
40070,17.54761905
40071,12.51219512
40072,16.41860465
40073,15.70454545
40074,14.6097561
40075,15.17073171
40076,12.93023256
40077,13.55813953
40078,18.34883721
40079,27.65116279
40080,21.52272727
40081,19.15909091
40082,26.60465116
40083,28.79545455
40084,19.33333333
40085,12.24444444
40086,18.59090909
40087,14.77272727
40088,15.48837209
40089,18.88636364
40090,9.75
40091,11.64285714
40092,14.6744186
40093,17.26190476
40094,19.27906977
40095,17.0952381
40096,17.37209302
40097,15.31818182
40098,17.34090909
40099,20.75555556
40100,20.15555556
40101,17.15555556
40102,18.34090909
40103,13.68181818
40104,13.33333333
40105,13.29545455
40106,16.11363636
40107,14.56818182
40108,14.4
40109,13.45454545
40110,15.04651163
40111,17.11363636
40112,19.34883721
40113,15.97674419
40114,14.56818182
40115,14.31818182
40116,12.97727273
40117,15.11363636
40118,15.68181818
40119,14.70454545
40120,19.86666667
40121,16.31818182
40122,14.81818182
40123,15.69767442
40124,15.44186047
40125,16.02325581
40126,15.45454545
40127,11.34090909
40128,10.76744186
40129,10.8372093
40130,16.8372093
40131,14.11363636
40132,12.15909091
40133,14.36363636
40134,16.02222222
40135,14.77777778
40136,16
40137,13.44186047
40138,11.27272727
40139,17.17777778
40140,20.34090909
40141,16.22727273
40142,14.93333333
40143,16.13333333
40144,16.46666667
40145,18.06666667
40146,17.52272727
40147,17.79545455
40148,19.79545455
40149,17.37777778
40150,17.64444444
40151,17.37777778
40152,15.57777778
40153,13
40154,14.22222222
40155,14.46666667
40156,16.76744186
40157,16.17777778
40158,18.23684211
40159,17.13513514
40160,14.2
40161,14.35555556
40162,12.97727273
40163,16.95555556
40164,15.93181818
40165,16.51111111
40166,14.55555556
40167,12.84444444
40168,12.28888889
40169,12.95555556
40170,16.04545455
40171,15.66666667
40172,14.91111111
40173,15.75555556
40174,13.59090909
40175,13.30232558
40176,15.5
40177,17.9047619
40178,16.53333333
40179,12.65909091
40180,17.1627907
40181,16.76744186
40182,14.22727273
40183,15.37777778
40184,13
40185,14.93023256
40186,13.83333333
40187,13.3255814
40188,12.04545455
40189,16.79545455
40190,16.39534884
40191,16.27906977
40192,14.81395349
40193,15.35714286
40194,14.70454545
40195,17.70454545
40196,18.86363636
40197,14.28888889
40198,11.95454545
40199,11.18181818
40200,14
40201,19.13333333
40202,14.85714286
40203,12.97674419
40204,12.43181818
40205,16.55555556
40206,13.33333333
40207,15.05263158
40208,19.51219512
40209,20
40210,15.91111111
40211,18.76744186
40212,21.30952381
40213,17.02325581
40214,14.47619048
40215,19.07142857
40216,12.22727273
40217,11.68181818
40219,10.95121951
40221,12.52380952
40222,14.02325581
40223,12.61363636
40224,14.51162791
40225,16.29545455
40227,16.37209302
40228,15.68292683
40229,15.14285714
40230,13.34090909
40231,14.71428571
40232,15.81395349
40233,14.76744186
40234,15.57142857
40236,16.57142857
40237,17.33333333
40239,18.45454545
40240,14.11111111
40241,12.46666667
40242,13.73333333
40243,11.82222222
40244,14.97727273
40245,15.75
40246,19.06976744
40248,18.25581395
40249,16.30952381
40250,14.78571429
40251,12.82222222
40252,12.11111111
40253,11.79545455
40254,12.79069767
40255,10.48888889
40256,11.18604651
40257,10.81395349
40258,12.89130435
40259,11.71111111
40260,13.11363636
40261,10.75555556
40262,9.956521739
40263,12.48888889
40264,11.70454545
40265,11.71111111
40266,12.10869565
40267,12.27272727
40268,14.62790698
40269,12.25
40270,14.09090909
40271,14.06818182
40272,16.17777778
40273,11.95454545
40274,11.82222222
40275,11.68181818
40276,13.9047619
40277,10.51162791
40278,10.97727273
40279,18.51111111
40280,18.13333333
40281,13.54347826
40282,13.54347826
40283,10.97777778
40284,11.48888889
40285,11.66666667
40286,13
40287,10.42222222
40288,10.5
40289,10.29545455
40290,9.727272727
40291,12.18604651
40292,15.26190476
40293,14.13953488
40294,14.06666667
40295,10.95555556
40296,14.66666667
40297,13.47727273
40298,10.81395349
40299,13.38636364
40300,12.22727273
40301,11.33333333
40302,15.56521739
40303,13.41860465
40304,12.83333333
40305,13.86363636
40306,9.318181818
40307,12.04761905
40308,13.88636364
40309,13.75555556
40310,14.58695652
40311,11.52173913
40312,10.73913043
40313,9.333333333
40314,9.377777778
40315,8.177777778
40316,9.204545455
40317,9.155555556
40318,7.869565217
40319,8.8
40320,9.681818182
40321,15.2
40322,11.13333333
40323,9.534883721
40324,11.69767442
40325,11.44186047
40326,10.68292683
40327,11.51162791
40328,18.52272727
40329,16.86666667
40330,8.111111111
40331,7.977777778
40332,10.37777778
40333,12.02272727
40334,13.06818182
40335,13.42222222
40336,10.09090909
40337,11
40338,12.39534884
40339,14.93181818
40340,10.06818182
40341,11.11111111
40342,10.52272727
40343,8.931818182
40344,10.27906977
40345,12.06976744
40346,18.20930233
40347,11.88095238
40348,12.52380952
40349,9.953488372
40350,8.523809524
40351,11.95348837
40352,11.7804878
40353,11
40354,12.53333333
40355,11.90909091
40356,8.906976744
40357,11.06976744
40358,13.30232558
40359,10.06818182
40360,10.19047619
40361,10.6744186
40362,11.16666667
40363,10.18604651
40364,9.813953488
40365,8.644444444
40366,11.18604651
40367,10.1627907
40368,12.64285714
40369,17.64285714
40370,15.42222222
40371,13.34090909
40372,12.25581395
40373,18.36363636
40374,13.69565217
40375,10.72727273
40376,10.95454545
40377,13.75555556
40378,6.844444444
40379,9.822222222
40380,9.454545455
40381,11.04347826
40382,10.06818182
40383,10.51111111
40384,9.111111111
40385,10.26666667
40386,11
40387,10.4
40388,10.8
40389,11.86046512
40390,12.45238095
40391,15.6
40392,17.5
40393,17.16666667
40395,12.65909091
40396,10.97727273
40397,10.51162791
40398,12.04545455
40399,9.772727273
40400,14.40909091
40401,18.81818182
40402,22.46511628
40403,14.35714286
40404,17.525
40405,16.16666667
40406,19.73333333
40407,10.91111111
40408,15.95454545
40409,16.39534884
40410,17.44444444
40411,15.15555556
40412,14.43478261
40413,13.51111111
40414,17.1627907
40415,18.11111111
40416,18.52173913
40417,19.48888889
40418,10.91111111
40419,10.41304348
40420,10.3255814
40421,13.54545455
40422,13.34883721
40423,13.02439024
40424,16.14634146
40425,19.30952381
40426,24.30232558
40427,13.20454545
40428,13.09090909
40429,14.70454545
40430,13.54545455
40431,14.20930233
40432,13.92682927
40433,15.23255814
40434,11.88636364
40435,12.39534884
40436,19.52380952
40437,21.86363636
40438,17.95454545
40439,15.84090909
40440,12.64444444
40441,14.04444444
40442,13.55555556
40443,11.25
40444,12.77777778
40445,10.95555556
40446,14.40909091
40447,10.81818182
40448,16.02222222
40449,17.24444444
40450,16.15909091
40451,13.34090909
40452,11.77777778
40453,14.53333333
40454,14.3255814
40455,16.20454545
40456,12.22727273
40457,12.24444444
40458,15.53333333
40459,12.08888889
40460,12.97674419
40461,16.75
40462,21.84444444
40463,16.72727273
40464,12.75
40465,15.61363636
40466,22.15909091
40467,24.13636364
40468,16.6
40469,15.68888889
40470,12.91111111
40471,12.09090909
40472,11.97777778
40473,13.28888889
40474,13.66666667
40475,15.48888889
40476,12.51111111
40477,12.08888889
40478,13.51111111
40479,18.68888889
40480,16.91304348
40481,13.86956522
40482,17.97826087
40483,15.23913043
40484,17.56521739
40485,15.06521739
40486,16.23913043
40487,16.23913043
40488,16.54347826
40489,15.23913043
40490,12.89130435
40491,13.31111111
40492,12.84444444
40493,12.15217391
40494,16.37777778
40495,16.23913043
40496,15.15217391
40497,13.80434783
40498,12.47826087
40499,13.7173913
40500,12.32608696
40501,19.84444444
40502,12.8
40503,13.39130435
40504,14.04347826
40505,18.56521739
40506,16.34782609
40507,12.80434783
40508,12.80434783
40509,14.75555556
40510,19.55555556
40511,19.08888889
40512,16.2173913
40513,16.54347826
40514,14.19565217
40515,13.65909091
40516,13.28888889
40517,12.39130435
40518,13
40519,18.39130435
40520,19.30434783
40521,14.08888889
40522,18.2
40523,16.17391304
40524,16.60869565
40525,12.5
40526,15.2173913
40527,17.10869565
40528,14.81818182
40529,14.13636364
40530,17.09090909
40531,15.18181818
40532,23.59090909
40533,18.15909091
40534,13.72727273
40535,14.63043478
40536,17.68888889
40537,12.4
40538,17.93333333
40539,17.71111111
40540,16.13333333
40541,14.24444444
40542,10.86956522
40543,14.44186047
40544,15.95555556
40545,14.8
40546,15.91111111
40547,15.64444444
40548,12.40909091
40549,15.46511628
40550,16.15909091
40551,14.38095238
40552,17.11111111
40553,19.27272727
40554,16.44444444
40555,16.68888889
40556,15.97826087
40557,18.62222222
40558,11.06666667
40559,12.4
40560,15.7173913
40561,12.86956522
40562,11.68888889
40563,15.60869565
40564,14.26666667
40565,14.18181818
40566,13.97777778
40567,14.88888889
40568,9.954545455
40569,12.17777778
40570,12.13333333
40571,15.8372093
40572,14.72093023
40573,16.08888889
40574,11.06818182
40575,13.84444444
40576,12.77272727
40577,15.13953488
40578,12.93181818
40579,17.80952381
40580,19.10869565
40581,15.15555556
40582,14.73333333
40583,13.73333333
40584,13.26666667
40585,14.34090909
40586,17.59090909
40587,14.08695652
40588,17.41304348
40589,13.77777778
40590,12.52173913
40591,11.44444444
40592,13.47619048
40593,18.88372093
40594,16.93478261
40595,16.63043478
40596,17.30434783
40597,14.02222222
40598,12.22727273
40599,9.822222222
40600,7.818181818
40601,12.15217391
40602,12.41304348
40603,19.65217391
40604,14.06521739
40605,14.58695652
40606,12.93478261
40607,18.13333333
40608,17.22222222
40609,15.95555556
40610,13.39130435
40611,10.26086957
40612,11.82608696
40613,11.5
40614,10.23913043
40615,13.75555556
40616,14.75
40617,12.2
40618,13.22222222
40619,12.4
40620,12.48888889
40621,14.33333333
40622,13.31111111
40623,12.30434783
40624,10.02222222
40625,12.7173913
40626,16.32608696
40627,16.26086957
40628,15.82222222
40629,12.54347826
40630,10.26666667
40631,11
40632,12.02222222
40633,13.2
40664,8.456521739
40665,8.282608696
40666,7.608695652
40667,10.67391304
40668,13.06666667
40669,11.95555556
40670,9.777777778
40671,8.866666667
40672,11.75
40673,14.89130435
40674,15.69565217
40675,15.30434783
40676,13.93333333
40677,14.71111111
40678,12
40679,11.32608696
40680,9.086956522
40681,10.71111111
40682,12.47727273
40683,11.06976744
40684,11.76744186
40685,12.97777778
40686,13.79545455
40687,15.84090909
40688,19.15555556
40689,12.06666667
40690,9.318181818
40691,7.933333333
40692,8.260869565
40693,13.73913043
40694,14.32608696
40695,12.7173913
40696,12.86666667
40697,10.39534884
40698,11
40699,11.80434783
40700,10.60869565
40701,14.95454545
40702,16.25581395
40703,15.36363636
40704,13.77272727
40705,12.97777778
40706,14.93333333
40707,16.64444444
40708,18.58695652
40709,16.63043478
40710,15.13333333
40711,14.37209302
40712,14.38095238
40713,11.88888889
40714,16.10869565
40715,15.68888889
40716,15.57777778
40717,12.73333333
40718,11.88636364
40719,11.34090909
40720,13.41304348
40721,10.54347826
40722,11.56521739
40723,12.08695652
40724,13.53333333
40725,14.04444444
40726,13.93333333
40727,12.2826087
40728,15.7826087
40729,22.58695652
40730,15.95652174
40731,17.10869565
40732,12.24444444
40733,15.35555556
40734,21.75555556
40735,14.26086957
40736,13.76086957
40737,12.29545455
40738,10.34883721
40739,12.72727273
40740,9.066666667
40741,11.34782609
40742,10.64444444
40743,12.47826087
40744,18.57777778
40745,14.06818182
40746,15.54761905
40747,11.2
40748,11.2826087
40749,9.130434783
40750,9.644444444
40751,9.777777778
40752,15.84090909
40753,13.55555556
40754,12.48888889
40755,12.68888889
40756,14.28888889
40757,12.95454545
40758,12.75555556
40759,12.66666667
40760,12.16666667
40761,12.06976744
40762,9.727272727
40763,10.25581395
40764,11.06976744
40765,11.22727273
40766,10.64444444
40767,13.04878049
40768,10.35714286
40769,10.55555556
40770,12.39130435
40771,15.31818182
40772,15.67391304
40773,19.48888889
40774,13.52272727
40775,14.90909091
40776,16.46666667
40777,15.36956522
40778,14.84782609
40779,13.89130435
40780,15.7826087
40781,10.15909091
40782,9.727272727
40783,10.39130435
40784,12.60869565
40785,11.52173913
40786,9.311111111
40787,9.911111111
40788,16.22727273
40789,17.24444444
40790,15.82222222
40791,11.68181818
40792,18.28888889
40793,14.63636364
40794,12.58139535
40795,16.45454545
40800,14.82222222
40801,11.02222222
40802,13.84444444
40803,12.95555556
40804,13.04347826
40805,20.60869565
40806,20.89130435
40807,15.26086957
40808,16.46666667
40809,17.11363636
40810,12.69767442
40811,17.77777778
40812,19.93478261
40813,16.4
40814,14.23913043
40815,19.19565217
40816,18.88095238
40817,15.02272727
40818,18.82222222
40819,15.08695652
40820,12.65217391
40821,10.95652174
40822,8.822222222
40823,7.697674419
40824,9.209302326
40825,14.32608696
40827,14.2173913
40828,11.23913043
40829,13
40830,14.55555556
40831,13.17777778
